ID,Fecha,Trabajador,Categoria,Tiempo_Gestion_Min,Cantidad_Vendida,Stock_Inicial,Stock_Final
492,2025-06-13,Carla,Pediátricos,8,2,66,64
493,2025-10-07,Jorge,Pediátricos,6,3,161,158
494,2025-08-06,Jorge,Vitaminas,10,9,65,56
495,2025-08-09,Luis,Vitaminas,3,18,130,112
496,2025-03-19,Carla,Analgésicos,9,2,112,110
497,2025-11-25,Ana,Pediátricos,8,6,151,145
498,2025-05-19,Luis,Vitaminas,3,7,78,71
499,2025-09-25,Luis,Antibioticos,7,14,95,81
500,2025-08-11,Luis,Vitaminas,3,2,23,21
501,2025-09-26,Jorge,Antibioticos,8,1,65,64
502,2025-07-15,Jorge,Analgésicos,7,12,80,68
503,2025-01-28,Luis,Vitaminas,2,10,124,114
504,2025-08-31,Carla,Analgésicos,9,5,88,83
505,2025-01-29,Ana,Antibioticos,8,20,97,77
506,2025-11-14,Carla,Analgésicos,10,4,195,191
507,2025-11-02,Jorge,Pediátricos,3,7,54,47
508,2025-01-24,Carla,Analgésicos,8,18,163,145
509,2025-10-11,Carla,Vitaminas,3,9,104,95
510,2025-07-06,Ana,Vitaminas,7,15,107,92
511,2025-08-14,Ana,Analgésicos,3,1,147,146
512,2025-10-05,Carla,Analgésicos,8,1,65,64
513,2025-09-25,Ana,Pediátricos,8,14,152,138
514,2025-02-11,Carla,Pediátricos,7,9,176,167
515,2025-11-07,Carla,Pediátricos,7,13,38,25
516,2025-07-02,Carla,Pediátricos,10,17,181,164
517,2025-02-12,Luis,Antibioticos,7,13,164,151
518,2025-02-06,Jorge,Antibioticos,6,10,157,147
519,2025-06-01,Ana,Vitaminas,8,6,33,27
520,2025-02-15,Ana,Pediátricos,9,5,193,188
521,2025-09-12,Carla,Pediátricos,10,9,66,57
522,2025-07-02,Ana,Antibioticos,9,10,176,166
523,2025-03-16,Carla,Vitaminas,1,7,191,184
524,2025-03-08,Ana,Analgésicos,3,14,199,185
525,2025-01-03,Luis,Pediátricos,7,6,85,79
526,2025-09-24,Luis,Vitaminas,3,9,85,76
527,2025-11-19,Jorge,Vitaminas,10,7,153,146
528,2025-05-16,Ana,Antibioticos,11,16,189,173
529,2025-06-16,Carla,Antibioticos,4,1,193,192
530,2025-08-26,Carla,Antibioticos,7,10,126,116
531,2025-11-07,Luis,Analgésicos,5,6,127,121
532,2025-09-30,Ana,Vitaminas,7,15,40,25
533,2025-02-10,Luis,Pediátricos,6,9,36,27
534,2025-05-01,Carla,Pediátricos,7,12,55,43
535,2025-02-25,Jorge,Pediátricos,5,8,161,153
536,2025-01-09,Jorge,Analgésicos,5,16,167,151
537,2025-09-13,Carla,Analgésicos,7,1,42,41
538,2025-07-08,Luis,Antibioticos,6,4,155,151
539,2025-02-27,Jorge,Antibioticos,6,20,177,157
540,2025-01-25,Jorge,Pediátricos,4,5,147,142
541,2025-02-17,Jorge,Pediátricos,6,20,162,142
542,2025-09-15,Carla,Analgésicos,7,1,134,133
543,2025-03-08,Jorge,Pediátricos,5,18,50,32
544,2025-03-30,Carla,Pediátricos,9,12,20,8
545,2025-07-06,Ana,Analgésicos,3,12,147,135
546,2025-09-12,Jorge,Pediátricos,3,2,162,160
547,2025-12-17,Carla,Vitaminas,3,6,167,161
548,2025-12-10,Luis,Antibioticos,7,15,197,182
549,2025-04-28,Luis,Pediátricos,6,2,74,72
550,2025-09-29,Carla,Antibioticos,5,19,149,130
551,2025-09-13,Luis,Antibioticos,8,8,90,82
552,2025-06-14,Jorge,Antibioticos,8,19,108,89
553,2025-03-06,Ana,Antibioticos,10,9,36,27
554,2025-05-29,Luis,Analgésicos,4,4,49,45
555,2025-02-13,Ana,Analgésicos,2,18,149,131
556,2025-08-31,Ana,Vitaminas,7,2,145,143
557,2025-05-29,Carla,Pediátricos,8,11,137,126
558,2025-12-25,Ana,Antibioticos,9,13,52,39
559,2025-08-13,Carla,Pediátricos,10,3,65,62
560,2025-04-06,Luis,Vitaminas,4,6,190,184
561,2025-06-21,Jorge,Vitaminas,8,16,187,171
562,2025-09-06,Carla,Vitaminas,0,13,183,170
563,2025-10-26,Carla,Antibioticos,5,1,39,38
564,2025-05-28,Luis,Antibioticos,8,2,116,114
565,2025-03-11,Ana,Vitaminas,7,12,153,141
566,2025-04-25,Luis,Pediátricos,7,12,168,156
567,2025-07-31,Luis,Analgésicos,4,1,131,130
568,2025-04-06,Luis,Vitaminas,4,16,164,148
569,2025-03-16,Carla,Pediátricos,10,6,25,19
570,2025-09-05,Carla,Antibioticos,4,12,130,118
571,2025-04-04,Carla,Antibioticos,5,20,199,179
572,2025-04-14,Ana,Vitaminas,8,7,30,23
573,2025-12-19,Luis,Pediátricos,6,10,197,187
574,2025-05-02,Jorge,Pediátricos,6,3,110,107
575,2025-11-19,Carla,Vitaminas,1,19,165,146
576,2025-10-22,Jorge,Pediátricos,5,2,83,81
577,2025-10-25,Ana,Vitaminas,7,10,153,143
578,2025-11-27,Jorge,Analgésicos,6,3,188,185
579,2025-08-19,Jorge,Pediátricos,5,11,86,75
580,2025-05-28,Jorge,Analgésicos,5,19,94,75
581,2025-01-13,Ana,Antibioticos,9,3,48,45
582,2025-06-26,Jorge,Antibioticos,8,4,78,74
583,2025-09-29,Ana,Analgésicos,1,5,119,114
584,2025-07-14,Jorge,Analgésicos,6,6,182,176
585,2025-12-25,Carla,Pediátricos,9,17,90,73
586,2025-09-25,Ana,Antibioticos,9,4,80,76
587,2025-06-13,Carla,Pediátricos,9,3,50,47
588,2025-04-14,Carla,Pediátricos,10,8,176,168
589,2025-08-28,Carla,Antibioticos,5,6,93,87
590,2025-09-05,Ana,Pediátricos,7,14,41,27
591,2025-04-15,Luis,Pediátricos,9,6,89,83
592,2025-02-04,Ana,Antibioticos,11,12,97,85
593,2025-12-04,Ana,Antibioticos,9,8,176,168
594,2025-05-05,Jorge,Pediátricos,5,5,40,35
595,2025-05-10,Luis,Antibioticos,8,18,110,92
596,2025-09-09,Jorge,Antibioticos,8,14,127,113
597,2025-06-30,Carla,Vitaminas,3,9,136,127
598,2025-04-11,Jorge,Analgésicos,7,14,76,62
599,2025-06-23,Luis,Analgésicos,4,11,156,145
600,2025-08-15,Ana,Pediátricos,9,6,147,141
601,2025-04-28,Luis,Pediátricos,6,20,171,151
602,2025-10-10,Luis,Pediátricos,6,11,51,40
603,2025-05-21,Luis,Pediátricos,8,5,112,107
604,2025-01-27,Ana,Pediátricos,10,19,172,153
605,2025-10-13,Luis,Vitaminas,2,8,101,93
606,2025-07-10,Luis,Analgésicos,5,13,166,153
607,2025-07-29,Luis,Antibioticos,5,11,185,174
608,2025-08-11,Luis,Pediátricos,8,8,49,41
609,2025-03-12,Luis,Antibioticos,6,7,133,126
610,2025-11-10,Luis,Pediátricos,8,2,184,182
611,2025-10-11,Ana,Analgésicos,2,17,176,159
612,2025-01-10,Luis,Vitaminas,4,5,108,103
613,2025-07-14,Luis,Vitaminas,4,17,164,147
614,2025-01-21,Carla,Pediátricos,8,20,200,180
615,2025-12-19,Jorge,Vitaminas,8,13,179,166
616,2025-10-17,Carla,Vitaminas,0,2,62,60
617,2025-03-25,Carla,Antibioticos,6,6,193,187
618,2025-02-06,Luis,Vitaminas,2,4,86,82
619,2025-07-02,Jorge,Analgésicos,7,11,165,154
620,2025-01-28,Carla,Vitaminas,0,20,103,83
621,2025-08-12,Jorge,Pediátricos,4,4,76,72
622,2025-05-16,Jorge,Antibioticos,6,19,42,23
623,2025-11-12,Ana,Analgésicos,1,7,90,83
624,2025-04-12,Jorge,Antibioticos,9,2,178,176
625,2025-10-22,Jorge,Analgésicos,7,19,169,150
626,2025-08-17,Jorge,Vitaminas,11,15,154,139
627,2025-10-18,Luis,Vitaminas,2,17,150,133
628,2025-11-07,Carla,Vitaminas,1,20,172,152
629,2025-12-19,Jorge,Vitaminas,8,1,189,188
630,2025-04-20,Luis,Antibioticos,8,14,120,106
631,2025-06-12,Jorge,Antibioticos,6,18,140,122
632,2025-04-03,Ana,Antibioticos,11,10,198,188
633,2025-05-28,Carla,Vitaminas,0,10,82,72
634,2025-07-14,Jorge,Pediátricos,5,10,43,33
635,2025-10-06,Luis,Pediátricos,9,9,127,118
636,2025-12-07,Luis,Vitaminas,2,14,195,181
637,2025-09-03,Jorge,Antibioticos,8,4,40,36
638,2025-08-08,Carla,Vitaminas,0,7,131,124
639,2025-01-30,Luis,Antibioticos,8,8,137,129
640,2025-08-22,Jorge,Vitaminas,11,3,144,141
641,2025-08-24,Jorge,Pediátricos,4,3,138,135
642,2025-03-10,Carla,Pediátricos,9,20,167,147
643,2025-08-09,Luis,Analgésicos,4,12,63,51
644,2025-02-21,Ana,Analgésicos,4,12,108,96
645,2025-12-06,Luis,Analgésicos,3,13,43,30
646,2025-09-04,Jorge,Pediátricos,3,8,168,160
647,2025-11-28,Jorge,Analgésicos,5,10,21,11
648,2025-02-04,Carla,Antibioticos,4,18,56,38
649,2025-10-30,Ana,Antibioticos,8,16,152,136
650,2025-05-31,Ana,Pediátricos,10,12,84,72
651,2025-09-28,Carla,Antibioticos,6,2,80,78
652,2025-06-14,Jorge,Pediátricos,5,9,184,175
653,2025-12-26,Jorge,Analgésicos,8,12,200,188
654,2025-10-18,Jorge,Analgésicos,5,20,120,100
655,2025-01-19,Luis,Antibioticos,5,18,171,153
656,2025-12-17,Ana,Analgésicos,3,15,126,111
657,2025-03-31,Jorge,Antibioticos,9,15,40,25
658,2025-07-13,Jorge,Vitaminas,10,10,178,168
659,2025-02-15,Luis,Analgésicos,5,6,29,23
660,2025-04-30,Carla,Antibioticos,7,18,62,44
661,2025-07-06,Carla,Antibioticos,4,18,112,94
662,2025-10-29,Luis,Vitaminas,4,9,35,26
663,2025-07-13,Carla,Pediátricos,7,9,92,83
664,2025-12-09,Ana,Antibioticos,9,10,150,140
665,2025-02-06,Carla,Vitaminas,3,1,100,99
666,2025-01-09,Luis,Analgésicos,6,17,36,19
667,2025-04-27,Jorge,Pediátricos,6,11,120,109
668,2025-05-06,Jorge,Pediátricos,6,15,98,83
669,2025-12-15,Jorge,Antibioticos,8,5,64,59
670,2025-03-25,Jorge,Antibioticos,9,6,164,158
671,2025-09-26,Luis,Antibioticos,5,1,103,102
672,2025-07-07,Ana,Pediátricos,8,9,59,50
673,2025-01-15,Carla,Vitaminas,3,2,129,127
674,2025-01-13,Jorge,Analgésicos,8,8,143,135
675,2025-06-05,Carla,Antibioticos,6,20,196,176
676,2025-10-26,Jorge,Pediátricos,3,4,43,39
677,2025-05-04,Jorge,Pediátricos,5,14,34,20
678,2025-12-18,Luis,Pediátricos,8,6,33,27
679,2025-01-06,Luis,Antibioticos,8,17,109,92
680,2025-09-24,Luis,Pediátricos,8,15,164,149
681,2025-04-03,Ana,Vitaminas,7,20,88,68
682,2025-11-10,Ana,Vitaminas,6,1,128,127
683,2025-01-20,Luis,Antibioticos,8,20,115,95
684,2025-12-31,Jorge,Antibioticos,8,1,187,186
685,2025-07-01,Ana,Antibioticos,9,16,85,69
686,2025-02-09,Carla,Vitaminas,1,2,52,50
687,2025-10-06,Carla,Analgésicos,7,16,132,116
688,2025-10-13,Jorge,Antibioticos,8,11,188,177
689,2025-10-06,Luis,Pediátricos,6,4,24,20
690,2025-11-01,Carla,Vitaminas,2,13,117,104
691,2025-12-06,Luis,Pediátricos,8,6,110,104
692,2025-08-17,Jorge,Vitaminas,10,17,88,71
693,2025-11-07,Jorge,Analgésicos,5,7,57,50
694,2025-08-26,Carla,Antibioticos,5,16,66,50
695,2025-01-27,Ana,Vitaminas,8,3,185,182
696,2025-01-31,Ana,Pediátricos,8,5,166,161
697,2025-10-10,Luis,Pediátricos,9,20,174,154
698,2025-11-11,Carla,Vitaminas,1,11,120,109
699,2025-03-06,Luis,Pediátricos,7,14,144,130
700,2025-03-28,Carla,Analgésicos,8,11,147,136
701,2025-12-08,Luis,Antibioticos,8,20,132,112
702,2025-07-27,Carla,Vitaminas,2,16,55,39
703,2025-03-05,Carla,Pediátricos,8,9,65,56
704,2025-07-31,Ana,Vitaminas,9,5,153,148
705,2025-11-08,Luis,Vitaminas,4,4,66,62
706,2025-04-20,Luis,Analgésicos,4,17,28,11
707,2025-04-27,Luis,Antibioticos,7,8,68,60
708,2025-06-20,Luis,Vitaminas,3,16,99,83
709,2025-03-07,Luis,Pediátricos,6,19,192,173
710,2025-03-26,Jorge,Pediátricos,3,2,154,152
711,2025-02-14,Luis,Vitaminas,4,9,80,71
712,2025-04-21,Jorge,Pediátricos,5,9,97,88
713,2025-04-02,Jorge,Vitaminas,10,18,119,101
714,2025-10-18,Ana,Analgésicos,4,6,178,172
715,2025-03-12,Carla,Analgésicos,9,1,168,167
716,2025-03-30,Ana,Vitaminas,9,1,116,115
717,2025-12-05,Luis,Analgésicos,4,1,173,172
718,2025-03-26,Ana,Pediátricos,9,16,142,126
719,2025-02-26,Ana,Pediátricos,7,1,135,134
720,2025-12-06,Carla,Analgésicos,9,12,100,88
721,2025-04-09,Ana,Antibioticos,8,13,103,90
722,2025-12-27,Jorge,Pediátricos,6,12,99,87
723,2025-10-06,Carla,Analgésicos,8,7,173,166
724,2025-04-04,Jorge,Pediátricos,3,5,156,151
725,2025-02-08,Carla,Antibioticos,6,16,96,80
726,2025-09-02,Jorge,Pediátricos,3,3,100,97
727,2025-12-24,Jorge,Vitaminas,11,8,78,70
728,2025-09-27,Jorge,Analgésicos,5,18,34,16
729,2025-05-21,Luis,Pediátricos,6,3,67,64
730,2025-08-18,Luis,Antibioticos,7,11,174,163
731,2025-01-04,Luis,Analgésicos,4,3,41,38
732,2025-06-22,Ana,Analgésicos,4,1,48,47
733,2025-12-27,Carla,Antibioticos,6,19,161,142
734,2025-10-13,Ana,Antibioticos,11,4,145,141
735,2025-07-31,Jorge,Pediátricos,4,8,171,163
736,2025-03-26,Carla,Vitaminas,1,20,143,123
737,2025-09-21,Carla,Antibioticos,7,8,89,81
738,2025-11-14,Carla,Analgésicos,8,18,58,40
739,2025-11-07,Carla,Analgésicos,7,20,136,116
740,2025-07-15,Ana,Vitaminas,8,8,140,132
741,2025-10-31,Ana,Analgésicos,2,17,41,24
742,2025-10-02,Ana,Pediátricos,7,19,138,119
743,2025-05-11,Ana,Antibioticos,9,18,141,123
744,2025-03-30,Luis,Antibioticos,8,6,20,14
745,2025-02-13,Jorge,Antibioticos,8,11,76,65
746,2025-03-13,Carla,Pediátricos,7,7,36,29
747,2025-09-03,Carla,Vitaminas,3,14,156,142
748,2025-12-31,Carla,Vitaminas,2,9,47,38
749,2025-03-14,Carla,Pediátricos,7,1,188,187
750,2025-10-02,Jorge,Analgésicos,6,15,73,58
751,2025-04-21,Jorge,Antibioticos,7,13,118,105
752,2025-10-01,Luis,Vitaminas,2,12,152,140
753,2025-03-31,Ana,Vitaminas,7,2,198,196
754,2025-08-18,Ana,Vitaminas,9,8,184,176
755,2025-12-28,Jorge,Pediátricos,5,3,32,29
756,2025-09-20,Luis,Vitaminas,4,16,120,104
757,2025-07-18,Jorge,Analgésicos,8,16,20,4
758,2025-03-03,Carla,Antibioticos,4,16,21,5
759,2025-04-19,Ana,Antibioticos,11,18,36,18
760,2025-02-12,Carla,Analgésicos,8,3,115,112
761,2025-09-19,Luis,Pediátricos,6,11,64,53
762,2025-03-20,Luis,Antibioticos,7,12,50,38
763,2025-08-29,Carla,Vitaminas,2,19,59,40
764,2025-05-19,Jorge,Analgésicos,5,18,193,175
765,2025-01-29,Luis,Antibioticos,7,14,179,165
766,2025-09-03,Carla,Antibioticos,7,19,97,78
767,2025-07-23,Carla,Vitaminas,0,2,175,173
768,2025-04-18,Luis,Analgésicos,3,6,62,56
769,2025-02-14,Luis,Antibioticos,6,4,152,148
770,2025-08-24,Ana,Pediátricos,10,15,178,163
771,2025-03-21,Jorge,Antibioticos,8,16,184,168
772,2025-08-15,Luis,Analgésicos,6,17,187,170
773,2025-12-21,Ana,Vitaminas,9,9,22,13
774,2025-07-21,Ana,Analgésicos,2,15,100,85
775,2025-03-25,Carla,Vitaminas,2,8,186,178
776,2025-09-14,Ana,Pediátricos,7,8,124,116
777,2025-02-05,Luis,Vitaminas,2,16,24,8
778,2025-12-30,Luis,Analgésicos,6,8,71,63
779,2025-02-26,Carla,Analgésicos,7,13,27,14
780,2025-11-24,Carla,Analgésicos,8,5,102,97
781,2025-02-14,Jorge,Antibioticos,6,2,121,119
782,2025-07-09,Ana,Analgésicos,3,2,154,152
783,2025-03-23,Luis,Antibioticos,7,19,61,42
784,2025-06-28,Ana,Analgésicos,2,2,113,111
785,2025-02-05,Carla,Vitaminas,0,6,60,54
786,2025-12-24,Ana,Vitaminas,7,7,21,14
787,2025-03-27,Carla,Pediátricos,9,8,113,105
788,2025-07-17,Ana,Antibioticos,9,11,77,66
789,2025-07-25,Ana,Antibioticos,8,5,85,80
790,2025-11-03,Carla,Analgésicos,7,18,52,34
791,2025-04-27,Carla,Pediátricos,7,5,28,23
792,2025-12-09,Carla,Analgésicos,9,4,110,106
793,2025-05-22,Jorge,Pediátricos,5,6,131,125
794,2025-05-20,Luis,Pediátricos,9,19,118,99
795,2025-10-17,Luis,Pediátricos,8,17,145,128
796,2025-01-04,Luis,Antibioticos,5,4,100,96
797,2025-02-18,Carla,Vitaminas,0,6,79,73
798,2025-09-13,Ana,Pediátricos,7,5,105,100
799,2025-03-07,Luis,Pediátricos,8,20,63,43
800,2025-02-01,Ana,Vitaminas,6,11,163,152
801,2025-05-13,Carla,Pediátricos,10,12,20,8
802,2025-08-14,Jorge,Vitaminas,9,12,174,162
803,2025-04-19,Luis,Vitaminas,5,4,45,41
804,2025-02-06,Luis,Vitaminas,4,9,126,117
805,2025-04-03,Ana,Analgésicos,1,14,128,114
806,2025-09-07,Ana,Antibioticos,9,11,47,36
807,2025-09-08,Jorge,Antibioticos,7,19,92,73
808,2025-05-31,Jorge,Antibioticos,8,10,72,62
809,2025-05-19,Luis,Antibioticos,6,1,193,192
810,2025-04-21,Carla,Vitaminas,3,1,45,44
811,2025-03-30,Luis,Analgésicos,6,10,83,73
812,2025-02-25,Jorge,Vitaminas,11,12,185,173
813,2025-04-04,Jorge,Antibioticos,7,17,120,103
814,2025-08-30,Luis,Antibioticos,8,11,197,186
815,2025-05-02,Ana,Vitaminas,6,1,44,43
816,2025-07-29,Carla,Antibioticos,7,13,187,174
817,2025-08-28,Carla,Vitaminas,2,16,66,50
818,2025-07-20,Carla,Vitaminas,1,9,55,46
819,2025-10-28,Jorge,Antibioticos,8,1,180,179
820,2025-11-02,Carla,Antibioticos,6,1,21,20
821,2025-09-26,Ana,Pediátricos,9,12,176,164
822,2025-02-12,Ana,Pediátricos,7,18,151,133
823,2025-06-07,Ana,Vitaminas,7,8,186,178
824,2025-08-06,Carla,Antibioticos,7,8,133,125
825,2025-08-18,Ana,Pediátricos,8,17,119,102
826,2025-07-23,Ana,Vitaminas,7,6,142,136
827,2025-12-27,Jorge,Analgésicos,8,1,158,157
828,2025-04-10,Carla,Analgésicos,8,10,184,174
829,2025-05-25,Carla,Antibioticos,4,2,192,190
830,2025-08-08,Jorge,Analgésicos,7,8,44,36
831,2025-10-06,Ana,Analgésicos,2,8,117,109
832,2025-11-11,Jorge,Vitaminas,8,11,94,83
833,2025-07-30,Luis,Analgésicos,5,1,60,59
834,2025-01-08,Carla,Antibioticos,7,1,127,126
835,2025-04-15,Carla,Vitaminas,0,6,158,152
836,2025-06-04,Jorge,Pediátricos,4,19,40,21
837,2025-12-26,Jorge,Antibioticos,6,1,155,154
838,2025-08-18,Ana,Pediátricos,8,14,196,182
839,2025-01-22,Luis,Vitaminas,2,7,128,121
840,2025-10-05,Jorge,Analgésicos,5,4,200,196
841,2025-11-29,Jorge,Analgésicos,8,17,110,93
842,2025-05-19,Carla,Analgésicos,10,4,179,175
843,2025-10-14,Ana,Vitaminas,7,8,59,51
844,2025-05-10,Ana,Vitaminas,7,16,177,161
845,2025-04-18,Carla,Analgésicos,8,17,128,111
846,2025-09-13,Carla,Analgésicos,9,14,115,101
847,2025-04-30,Ana,Vitaminas,8,9,33,24
848,2025-02-27,Luis,Antibioticos,7,18,45,27
849,2025-12-06,Carla,Vitaminas,1,9,183,174
850,2025-12-06,Ana,Pediátricos,10,12,95,83
851,2025-05-10,Carla,Vitaminas,2,6,164,158
852,2025-05-26,Jorge,Vitaminas,9,5,144,139
853,2025-07-18,Ana,Antibioticos,8,10,122,112
854,2025-07-22,Jorge,Analgésicos,6,2,102,100
855,2025-11-01,Carla,Antibioticos,7,14,30,16
856,2025-03-08,Carla,Analgésicos,9,13,144,131
857,2025-01-21,Carla,Pediátricos,7,5,156,151
858,2025-04-26,Ana,Pediátricos,8,4,125,121
859,2025-10-27,Ana,Vitaminas,6,3,139,136
860,2025-11-10,Carla,Pediátricos,8,5,54,49
861,2025-04-30,Jorge,Vitaminas,8,3,110,107
862,2025-12-02,Luis,Pediátricos,6,9,42,33
863,2025-11-12,Carla,Analgésicos,9,6,194,188
864,2025-07-08,Ana,Antibioticos,10,6,140,134
865,2025-11-27,Jorge,Analgésicos,8,13,48,35
866,2025-11-23,Carla,Analgésicos,10,2,125,123
867,2025-01-31,Luis,Analgésicos,5,16,99,83
868,2025-12-20,Carla,Pediátricos,9,10,168,158
869,2025-08-19,Ana,Pediátricos,9,3,88,85
870,2025-05-30,Carla,Antibioticos,6,18,30,12
871,2025-09-21,Ana,Antibioticos,8,5,93,88
872,2025-09-28,Luis,Pediátricos,6,5,136,131
873,2025-11-07,Jorge,Analgésicos,6,16,69,53
874,2025-11-03,Carla,Pediátricos,8,3,86,83
875,2025-03-16,Ana,Antibioticos,11,13,104,91
876,2025-02-14,Luis,Vitaminas,4,9,83,74
877,2025-07-07,Jorge,Antibioticos,9,18,29,11
878,2025-10-26,Luis,Pediátricos,6,6,83,77
879,2025-05-17,Jorge,Vitaminas,8,18,123,105
880,2025-05-01,Ana,Vitaminas,8,12,161,149
881,2025-12-24,Carla,Antibioticos,5,15,178,163
882,2025-02-27,Ana,Vitaminas,7,1,128,127
883,2025-08-24,Luis,Pediátricos,9,15,118,103
884,2025-11-09,Jorge,Analgésicos,6,20,198,178
885,2025-08-15,Carla,Pediátricos,9,19,32,13
886,2025-10-04,Jorge,Analgésicos,7,13,31,18
887,2025-07-22,Carla,Vitaminas,3,6,76,70
888,2025-02-02,Luis,Analgésicos,3,7,189,182
889,2025-01-30,Ana,Vitaminas,8,6,155,149
890,2025-05-20,Carla,Antibioticos,4,1,35,34
891,2025-04-29,Luis,Vitaminas,2,8,146,138
892,2025-08-08,Ana,Vitaminas,9,19,22,3
893,2025-11-04,Luis,Analgésicos,3,3,164,161
894,2025-12-01,Ana,Antibioticos,10,6,56,50
895,2025-02-09,Carla,Analgésicos,8,15,123,108
896,2025-08-25,Ana,Analgésicos,1,14,177,163
897,2025-11-01,Jorge,Antibioticos,8,13,200,187
898,2025-05-28,Ana,Analgésicos,4,17,120,103
899,2025-02-23,Luis,Vitaminas,2,18,167,149
900,2025-02-20,Ana,Vitaminas,6,16,142,126
901,2025-02-15,Ana,Antibioticos,10,8,131,123
902,2025-09-29,Carla,Antibioticos,4,9,164,155
903,2025-11-27,Luis,Pediátricos,9,12,61,49
904,2025-08-14,Carla,Analgésicos,7,4,198,194
905,2025-02-02,Jorge,Pediátricos,6,4,164,160
906,2025-11-27,Carla,Pediátricos,10,2,149,147
907,2025-06-21,Ana,Vitaminas,9,20,86,66
908,2025-10-19,Carla,Vitaminas,2,4,59,55
909,2025-10-26,Jorge,Pediátricos,4,12,118,106
910,2025-01-25,Luis,Pediátricos,9,14,182,168
911,2025-02-05,Jorge,Vitaminas,8,8,135,127
912,2025-01-18,Luis,Antibioticos,5,3,177,174
913,2025-07-09,Ana,Antibioticos,10,10,97,87
914,2025-06-21,Jorge,Pediátricos,3,7,199,192
915,2025-04-14,Carla,Antibioticos,7,8,106,98
916,2025-03-18,Carla,Pediátricos,10,15,119,104
917,2025-05-10,Carla,Pediátricos,10,15,197,182
918,2025-02-15,Luis,Analgésicos,5,14,76,62
919,2025-12-27,Luis,Pediátricos,9,3,56,53
920,2025-06-28,Ana,Analgésicos,3,7,103,96
921,2025-07-26,Luis,Pediátricos,9,18,66,48
922,2025-02-18,Ana,Antibioticos,8,15,91,76
923,2025-11-12,Luis,Antibioticos,8,8,30,22
924,2025-08-01,Jorge,Analgésicos,5,4,183,179
925,2025-11-18,Ana,Vitaminas,9,15,90,75
926,2025-05-27,Jorge,Antibioticos,9,9,53,44
927,2025-01-20,Luis,Analgésicos,3,17,67,50
928,2025-02-23,Jorge,Antibioticos,8,18,51,33
929,2025-01-12,Carla,Pediátricos,10,15,164,149
930,2025-10-21,Luis,Analgésicos,3,10,88,78
931,2025-02-03,Jorge,Pediátricos,3,14,51,37
932,2025-06-01,Ana,Pediátricos,7,12,162,150
933,2025-06-10,Jorge,Vitaminas,8,14,50,36
934,2025-06-07,Ana,Vitaminas,8,1,63,62
935,2025-08-22,Jorge,Antibioticos,8,9,45,36
936,2025-02-11,Luis,Antibioticos,5,13,60,47
937,2025-11-13,Jorge,Pediátricos,6,8,32,24
938,2025-11-24,Luis,Analgésicos,6,10,21,11
939,2025-12-20,Carla,Analgésicos,7,5,92,87
940,2025-07-31,Ana,Analgésicos,4,9,178,169
941,2025-07-28,Luis,Pediátricos,8,5,182,177
942,2025-04-12,Ana,Pediátricos,10,5,71,66
943,2025-01-24,Carla,Pediátricos,8,10,106,96
944,2025-10-26,Jorge,Pediátricos,6,16,172,156
945,2025-08-05,Jorge,Vitaminas,8,6,173,167
946,2025-08-25,Carla,Analgésicos,7,16,92,76
947,2025-03-14,Ana,Vitaminas,7,6,141,135
948,2025-12-10,Carla,Analgésicos,7,20,25,5
949,2025-09-04,Jorge,Analgésicos,5,10,146,136
950,2025-05-22,Carla,Antibioticos,7,15,83,68
951,2025-08-21,Jorge,Analgésicos,8,8,29,21
952,2025-08-12,Ana,Vitaminas,6,12,119,107
953,2025-03-11,Luis,Pediátricos,6,12,163,151
954,2025-05-09,Carla,Analgésicos,9,12,80,68
955,2025-09-09,Carla,Analgésicos,7,12,59,47
956,2025-10-25,Luis,Antibioticos,8,9,27,18
957,2025-01-23,Carla,Antibioticos,6,11,93,82
958,2025-09-17,Jorge,Antibioticos,9,11,148,137
959,2025-06-20,Jorge,Pediátricos,5,13,150,137
960,2025-06-20,Carla,Antibioticos,6,8,122,114
961,2025-08-23,Luis,Antibioticos,7,17,74,57
962,2025-02-02,Luis,Pediátricos,9,11,184,173
963,2025-01-04,Luis,Pediátricos,9,18,178,160
964,2025-08-03,Carla,Analgésicos,9,11,196,185
965,2025-01-26,Carla,Vitaminas,3,1,87,86
966,2025-11-15,Luis,Analgésicos,4,6,125,119
967,2025-11-05,Luis,Analgésicos,5,19,56,37
968,2025-08-20,Luis,Vitaminas,2,9,43,34
969,2025-01-25,Jorge,Pediátricos,5,9,66,57
970,2025-12-21,Luis,Antibioticos,7,16,104,88
971,2025-07-19,Jorge,Vitaminas,11,19,86,67
972,2025-03-12,Luis,Antibioticos,5,8,51,43
973,2025-12-24,Luis,Antibioticos,8,12,101,89
974,2025-05-18,Ana,Pediátricos,9,18,179,161
975,2025-07-04,Carla,Analgésicos,10,12,160,148
976,2025-08-28,Ana,Analgésicos,4,2,66,64
977,2025-05-21,Jorge,Vitaminas,10,12,27,15
978,2025-04-12,Jorge,Antibioticos,8,18,140,122
979,2025-01-18,Jorge,Antibioticos,6,7,65,58
980,2025-02-01,Carla,Antibioticos,4,19,45,26
981,2025-07-08,Luis,Pediátricos,7,6,76,70
982,2025-05-13,Luis,Analgésicos,5,16,98,82
983,2025-10-25,Jorge,Analgésicos,7,13,44,31
984,2025-09-20,Jorge,Vitaminas,11,6,85,79
